id,parcela,placa,familia,especie,especie_sem_autor,nome_comum,habito,ameaca_flora_brasileira,endemismo,cap,ht,coord_x,coord_y
1,1,2526,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,5.5,729754.298149509,6959150.26262837
2,1,2512,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,6,729754.298149509,6959150.26262837
3,1,2513,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16,7,729754.298149509,6959150.26262837
4,1,2514,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,13.5,4,729754.298149509,6959150.26262837
5,1,2515,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,28,4.5,729754.298149509,6959150.26262837
6,1,2516,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,21,4.5,729754.298149509,6959150.26262837
7,1,2517,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,5,729754.298149509,6959150.26262837
8,1,2518,LAURACEAE,Nectandra oppositifolia Nees,Nectandra oppositifolia,Canela-ferrugem,Árvore,NE,não é endêmica do Brasil,21,5.5,729754.298149509,6959150.26262837
9,1,2520,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,38,6,729754.298149509,6959150.26262837
10,1,2519,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,16,4,729754.298149509,6959150.26262837
11,2,2992,VERBENACEAE,Citharexylum myrianthum Cham.,Citharexylum myrianthum,Tucaneira,Árvore,NE,não é endêmica do Brasil,63,10,729754.076192028,6959201.76047198
12,2,2523,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,4,729754.076192028,6959201.76047198
13,2,2522,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,21,4.5,729754.076192028,6959201.76047198
14,2,2525,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,17,3,729754.076192028,6959201.76047198
15,2,2524,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,4,729754.076192028,6959201.76047198
16,2,2993,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,2,729754.076192028,6959201.76047198
17,2,2995,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,25,4.5,729754.076192028,6959201.76047198
18,3,2982,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,4.5,729744.142684757,6959246.84413743
19,3,2987,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,4,729744.142684757,6959246.84413743
20,3,2979,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18.5,6,729744.142684757,6959246.84413743
21,3,2980,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,5.5,729744.142684757,6959246.84413743
22,3,2981,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,5,729744.142684757,6959246.84413743
23,3,2998,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,4.5,729744.142684757,6959246.84413743
24,3,2977,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14.5,4.5,729744.142684757,6959246.84413743
25,3,2978,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,4.5,729744.142684757,6959246.84413743
26,3,2986,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20,5,729744.142684757,6959246.84413743
27,3,2985,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,5,729744.142684757,6959246.84413743
28,3,2984,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17.5,5,729744.142684757,6959246.84413743
29,3,2983,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14.5,5,729744.142684757,6959246.84413743
30,3,2997,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,77,15,729744.142684757,6959246.84413743
31,4,2865,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,5,729747.258180182,6959294.39942114
32,4,2863,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16.5,4.5,729747.258180182,6959294.39942114
33,4,2864,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,13,4.5,729747.258180182,6959294.39942114
34,4,2866,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,5,729747.258180182,6959294.39942114
35,4,2973,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15.5,4.5,729747.258180182,6959294.39942114
36,4,2974,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,4.5,729747.258180182,6959294.39942114
37,4,2853,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,28,6,729747.258180182,6959294.39942114
38,4,2862,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,13.5,3.5,729747.258180182,6959294.39942114
39,5,2848,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,26,6,729801.112441199,6959189.57181006
40,5,2839,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,4.5,729801.112441199,6959189.57181006
41,5,2841,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20,5,729801.112441199,6959189.57181006
42,5,2849,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,49,8,729801.112441199,6959189.57181006
43,5,2840,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20.5,6.5,729801.112441199,6959189.57181006
44,5,2847,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17.5,4.5,729801.112441199,6959189.57181006
45,5,2846,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20.5,6.5,729801.112441199,6959189.57181006
46,5,2842,FABACEAE,Erythrina falcata Benth.,Erythrina falcata,Corticeira-da-serra,Árvore,NE,não é endêmica do Brasil,15,3,729801.112441199,6959189.57181006
47,5,2845,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,27,6.5,729801.112441199,6959189.57181006
48,5,2844,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,13.5,4,729801.112441199,6959189.57181006
49,5,2854,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,13.5,4.5,729801.112441199,6959189.57181006
50,6,2825,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,6,729790.677421228,6959144.53709808
51,6,2850,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,5,729790.677421228,6959144.53709808
52,6,2820,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20,6.5,729790.677421228,6959144.53709808
53,6,2823,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,22,6,729790.677421228,6959144.53709808
54,6,2824,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,5,729790.677421228,6959144.53709808
55,6,2822,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15.5,6,729790.677421228,6959144.53709808
56,6,2821,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,5.5,729790.677421228,6959144.53709808
57,6,2811,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,24,5.5,729790.677421228,6959144.53709808
58,6,2810,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,13,4.5,729790.677421228,6959144.53709808
59,6,2812,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,5.5,729790.677421228,6959144.53709808
60,6,2809,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,23.5,5,729790.677421228,6959144.53709808
61,6,2808,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,5,729790.677421228,6959144.53709808
62,6,2815,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,5,729790.677421228,6959144.53709808
63,6,2814,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,29,6,729790.677421228,6959144.53709808
64,6,2813,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,6,729790.677421228,6959144.53709808
65,6,2817,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16,4.5,729790.677421228,6959144.53709808
66,6,2818,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,4.5,729790.677421228,6959144.53709808
67,6,2819,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16,4.5,729790.677421228,6959144.53709808
68,7,2828,FABACEAE,Erythrina falcata Benth.,Erythrina falcata,Corticeira-da-serra,Árvore,NE,não é endêmica do Brasil,14,4,729842.376912294,6959151.67958743
69,7,2829,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,6,729842.376912294,6959151.67958743
70,7,2816,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,5.5,729842.376912294,6959151.67958743
71,7,2831,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,7,729842.376912294,6959151.67958743
72,7,2832,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,25,5,729842.376912294,6959151.67958743
73,7,2830,FABACEAE,Erythrina falcata Benth.,Erythrina falcata,Corticeira-da-serra,Árvore,NE,não é endêmica do Brasil,31,7,729842.376912294,6959151.67958743
74,7,2833,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,12.5,5,729842.376912294,6959151.67958743
75,7,2835,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,5.5,729842.376912294,6959151.67958743
76,7,2836,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20,6,729842.376912294,6959151.67958743
77,7,2837,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,5.5,729842.376912294,6959151.67958743
78,7,2838,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,15.5,4.5,729842.376912294,6959151.67958743
79,8,2827,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,39,6,729852.489917284,6959245.47951745
80,8,2797,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,36,7,729852.489917284,6959245.47951745
81,8,2826,FABACEAE,Inga marginata Willd.,Inga marginata,Inga marginata,Árvore,NE,não é endêmica do Brasil,40,8,729852.489917284,6959245.47951745
82,8,2796,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,90,13,729852.489917284,6959245.47951745
83,8,2767,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,115,14,729852.489917284,6959245.47951745
84,8,2807,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,33,7,729852.489917284,6959245.47951745
85,8,2975,MYRTACEAE,Campomanesia xanthocarpa (Mart.) O.Berg,Campomanesia xanthocarpa,Guavirova,Árvore,LC,não é endêmica do Brasil,34,6,729852.489917284,6959245.47951745
86,8,2795,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,82,13,729852.489917284,6959245.47951745
87,8,2785,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,41,10,729852.489917284,6959245.47951745
88,8,2784,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,32,6,729852.489917284,6959245.47951745
89,8,2794,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,52,11,729852.489917284,6959245.47951745
90,9,2806,ANNONACEAE,Annona neosalicifolia H.Rainer,Annona neosalicifolia,Araticum-amarelo,Árvore,NE,não é endêmica do Brasil,13.5,4,729844.601815179,6959199.17766576
91,9,2861,VERBENACEAE,Citharexylum myrianthum Cham.,Citharexylum myrianthum,Tucaneira,Árvore,NE,não é endêmica do Brasil,100,14,729844.601815179,6959199.17766576
92,9,2798,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,17,6,729844.601815179,6959199.17766576
93,9,2805,FABACEAE,Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,Senna macranthera,Manduirana,Arbusto; Árvore,NE,não é endêmica do Brasil,22,5,729844.601815179,6959199.17766576
94,9,2804,PRIMULACEAE,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea,Capororóca-vermelha,Árvore,NE,não é endêmica do Brasil,15,7,729844.601815179,6959199.17766576
95,9,2802,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,14,4,729844.601815179,6959199.17766576
96,9,2783,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,13.5,4.2,729844.601815179,6959199.17766576
97,9,2782,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,25,4.5,729844.601815179,6959199.17766576
98,10,2754,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,17,7,729906.80430114,6959146.79535946
99,10,2755,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,13.5,4,729906.80430114,6959146.79535946
100,10,2753,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,14,4,729906.80430114,6959146.79535946
101,10,2756,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,Daphnopsis fasciculata,Embira,Árvore,NE,é endêmica do Brasil,13,4,729906.80430114,6959146.79535946
102,10,2852,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,Daphnopsis fasciculata,Embira,Árvore,NE,é endêmica do Brasil,14.5,3.5,729906.80430114,6959146.79535946
103,10,2749,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,20,6,729906.80430114,6959146.79535946
104,10,2751,FABACEAE,Schizolobium parahyba (Vell.) Blake,Schizolobium parahyba,Guapuruvú,Árvore,NE,não é endêmica do Brasil,144,16,729906.80430114,6959146.79535946
105,10,2750,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,29,7,729906.80430114,6959146.79535946
106,10,2748,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,19,6,729906.80430114,6959146.79535946
107,10,2747,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,22,8,729906.80430114,6959146.79535946
108,10,2746,MYRTACEAE,Campomanesia xanthocarpa (Mart.) O.Berg,Campomanesia xanthocarpa,Guavirova,Árvore,LC,não é endêmica do Brasil,43,9,729906.80430114,6959146.79535946
109,10,2745,FABACEAE,Schizolobium parahyba (Vell.) Blake,Schizolobium parahyba,Guapuruvú,Árvore,NE,não é endêmica do Brasil,135,16,729906.80430114,6959146.79535946
110,10,2793,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,19,7,729906.80430114,6959146.79535946
111,11,2801,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,16,5,729895.911897918,6959211.90712202
112,11,2761,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,16,5,729895.911897918,6959211.90712202
113,11,2764,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,5,729895.911897918,6959211.90712202
114,11,2770,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,14,6,729895.911897918,6959211.90712202
115,11,2773,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,17,5,729895.911897918,6959211.90712202
116,11,2781,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,14,5,729895.911897918,6959211.90712202
117,11,2762,ANNONACEAE,Annona neosalicifolia H.Rainer,Annona neosalicifolia,Araticum-amarelo,Árvore,NE,não é endêmica do Brasil,37,8,729895.911897918,6959211.90712202
118,11,2800,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,85,16,729895.911897918,6959211.90712202
119,11,2763,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,13.5,4,729895.911897918,6959211.90712202
120,11,2772,RUBIACEAE,Psychotria nuda (Cham. & Schltdl.) Wawra,Psychotria nuda,Flor-de-cera,Arbusto,NE,é endêmica do Brasil,12.5,4,729895.911897918,6959211.90712202
121,11,2771,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,75,9,729895.911897918,6959211.90712202
122,11,2760,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,43,7,729895.911897918,6959211.90712202
123,11,2766,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,90,13,729895.911897918,6959211.90712202
124,11,2765,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,45,6,729895.911897918,6959211.90712202
125,12,2799,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,93,17,729906.688722082,6959254.05305444
126,12,2787,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,78,13,729906.688722082,6959254.05305444
127,12,2976,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,40,9,729906.688722082,6959254.05305444
128,12,2859,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,43,9,729906.688722082,6959254.05305444
129,12,2788,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,42,19,729906.688722082,6959254.05305444
130,12,2789,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,68,19,729906.688722082,6959254.05305444
131,12,2860,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,39,9,729906.688722082,6959254.05305444
132,12,2791,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,85,16,729906.688722082,6959254.05305444
133,12,2996,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,50,7,729906.688722082,6959254.05305444
134,12,2759,MONIMIACEAE,Mollinedia schottiana (Spreng.) Perkins,Mollinedia schottiana,Pimenteira,Árvore,NE,não é endêmica do Brasil,18,6,729906.688722082,6959254.05305444
135,12,2786,Arecaceae,Bactris setosa Mart.,Bactris setosa,Tucum,Palmeira,NE,é endêmica do Brasil,12.7,6,729906.688722082,6959254.05305444
136,13,2735,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,18,6,729939.823688698,6959291.51184567
137,13,2742,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,4,729939.823688698,6959291.51184567
138,13,2741,FABACEAE,Andira anthelmia (Vell.) Benth.,Andira anthelmia,Andira,Árvore,NE,é endêmica do Brasil,27,11,729939.823688698,6959291.51184567
139,13,2733,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,33,14,729939.823688698,6959291.51184567
140,13,2737,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,46,9,729939.823688698,6959291.51184567
141,13,2733,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,42,15,729939.823688698,6959291.51184567
142,13,2736,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,115,18,729939.823688698,6959291.51184567
143,13,2743,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,23,6,729939.823688698,6959291.51184567
144,13,2744,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,47,7,729939.823688698,6959291.51184567
145,13,2732,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,40,17,729939.823688698,6959291.51184567
146,13,2734,EUPHORBIACEAE,Sapium glandulosum (L.) Morong,Sapium glandulosum,Leiteiro,Árvore,NE,não é endêmica do Brasil,15,6,729939.823688698,6959291.51184567
